LOCAL_IDENTIFIER,Z~x0<k,"vzo.""",+U@,A>.,hp!,>?64:,@wnsk>R,"U""r",&%)LTaWRb,r1Ng,|G},TSWm,r2Ng,maT_r,@V9,T\!,14W$Q,ZZw3=!t,.o<m,.b6nl,<!!,F'3Ku,~7*,MINDSPIKE_VERSION,9Z/5)2,%IiL7w,!;@Jw,fPqsI,ZVf,i]7V,Jv[i,";<""<i(T","Kj,",w-u:jN'qI,PZ8,jNhEum,]xq,v0rt3X,^%a;,b1oRb13,v1rt3X,0HU2N='U,ZrK,.6AvGp,3I\y,b2oRb13
5734,0.7562603625528578,-0.740645948551812,0.19544787497666039,0.19544787497666039,,0.47599324924540565,1.0795042121667082,0.5186064301279183,-0.9921665204065339,,4.460189994409836,0.8120811131217027,0.5247366550980738,corro,-0.46842295684660823,-2.2282828982987644,4.460189994409836,817.3454989807191,-0.5432928336084841,97.94461245313158,817.3454989807191,vel,-0.4592090785637561,silikon,-0.2058611599947174,0.045400030666491925,0.027991231285297364,1.853931780943425,-2.085462721604064,,-2.085462721604064,-1.4430340871736709,,0.6277368332366271,0.8661758318928157,,1.5861611459069311,1.0397581597319256,-1.746872412834259,3.513155216239006,,,-0.9657599566116926,-0.23311977291868513,1.853931780943425,1.1992342650489967
5735,0.028818127872554666,-0.3460532641448615,0.9534917871122387,0.9534917871122387,-0.016888200641049338,0.7187072959393951,-1.786801272952642,0.32794466013420054,-0.1643797437870356,-0.2195107490818335,10.94687884887608,0.30403140923186944,0.930702403600146,,,-0.04038063358613281,,,0.8621891345308013,8.07371784000136,389.8667274280572,qou,0.20042298308729223,kristal,-0.198392311154325,,,,0.23042553602086369,-0.564888446142289,0.23042553602086369,1.2636264194998237,8.07371784000136,0.569603273936394,0.7980319174337853,0.7156091937811382,0.9801125178644886,,1.394579169919679,-7.30050968164629,0.861886490500901,-0.06763914973801978,-1.0278349483987026,-1.2099266181127293,1.9635401121542724,-8.682090674514255
5736,0.18644625386705582,1.1601942554434828,0.08531346093837089,,1.3710559793596488,0.5757628215107116,-0.19108419629300083,0.4081401648146934,0.5272610136216257,-0.7490576010400896,,0.06355103782025595,0.19195107465660732,satik cyst,,-0.6001691535337044,9.77577140721635,,0.4605029780949573,36.342719410747456,815.2947570394764,jutskin,-0.9734408417776532,ERROR,0.6181999776309618,-0.9650022953187917,0.06731496548619545,-0.034721414846428766,0.4404953139632869,0.9200016441457217,0.4404953139632869,1.2047207344194828,36.342719410747456,0.8340893632327187,0.22835701458116364,0.14161866282837055,,,,-2.3282597960487506,-0.46595294751195815,1.7729180623148022,0.8032447304837084,,-0.034721414846428766,9.535314817529725
5737,0.9557849541419555,-0.30686316219187254,0.5647890871368679,0.5647890871368679,0.22170740183624796,0.36783549367684787,,,0.25593810087608543,0.8349330692082013,5.665002939436807,0.508718412524959,0.7764751929551852,corro,,-0.46254504343973396,5.665002939436807,1200.316024952096,1.32078720144019,10.196033841520869,1200.316024952096,kiv,0.24132055160334476,karbon,0.393356158008779,-0.8933498183419669,1.0124890380539961,0.9465389133674462,0.3654144834053184,-0.5106248176745432,0.3654144834053184,0.42445945775142163,10.196033841520869,0.35954956872070953,0.36629750693110963,0.4148973795247557,2.319600980667657,1.1233648502819082,-1.1023084549899709,-7.674280257094227,0.42534214291217914,-1.743012462326002,0.1235285310855199,-0.9870518986766641,0.9465389133674462,
5738,0.5420443080659695,-0.2582516542475826,0.8592228039017972,0.8592228039017972,2.1939488003002534,,-0.9074822507895359,0.6923012684145627,-0.4893065773464075,-0.20012612866706248,,0.7505444033056378,-0.9548461741162757,,1.1129212042207424,-2.683976363914158,1.8087643979347836,1106.9156149132843,,68.18496118721639,1106.9156149132843,tir,,kristal,-1.00156881523516,0.7307158173430546,0.7519368497301447,-1.2995473527669237,-2.377893378324291,0.3161795372603421,-2.377893378324291,1.2366783094718456,68.18496118721639,0.6557585389064013,0.2585733846758108,0.9288046199302021,-1.0142762144308712,,1.011812319936819,-3.637548960563528,,-0.4692761425127456,-1.0335943685354256,1.4161259649738698,-1.2995473527669237,10.27782513899483
5739,0.15060729252690286,-1.275143670359509,0.24776087607735897,0.24776087607735897,-0.7845669926025229,0.43229845399351385,0.24478461960349976,0.21879125321291204,-0.5179828568962155,0.8046741890518341,3.3490624480637647,0.9413075946642141,0.18355235740820774,black corru,1.7505316702851803,-0.028489712825431224,3.3490624480637647,,-0.8573007429547045,57.98460254064245,1046.333913009522,tir,-0.6230741463667888,silikon,1.2083232859472328,-0.6119969575353585,0.7439594996185015,-0.8794789521305948,-0.9713852863279122,1.1849846144303957,,0.09955136584732883,57.98460254064245,0.23943790221915973,,0.9681224552135343,-0.1975889122323484,,-0.398592038913759,-6.760619265663977,,1.891657767628103,-1.0373261983013427,1.2297623350384908,-0.8794789521305948,-6.343703273045499
5740,0.6182427374076496,-0.8606136145267534,0.7998535648322197,0.7998535648322197,,0.5026687999402449,-1.610833165923397,0.21036520293837568,-0.24215401925188548,-0.723371692990763,7.077736086988081,0.061387827840480025,0.37782490103080146,corro,1.2664912576882246,0.13260460896396875,7.077736086988081,381.2993979784308,-0.1174038876568682,78.4623703832296,,kivskin,1.9403176565107048,karbon,-1.5953449004950269,0.6214363658708998,0.14139774412094125,-0.7239361221160271,-0.45762902442159015,,,-0.5277799556051794,,0.9036272922257167,0.9545925269509009,,,,0.24281654480060924,0.15541686894868434,-0.27221860030063116,-0.25112973105557085,0.9924430999426221,0.8023405047674945,-0.7239361221160271,10.888710575131565
5741,0.4831737013266868,-0.5388009212253491,0.6800637469441547,0.6800637469441547,-0.04331418798766803,0.12662888520389037,-0.6754966030763533,,-0.6396084802170818,0.6352156415650251,4.838919660419474,,,sfer,0.030366774687410825,-0.38516293295385595,4.838919660419474,1175.88281640523,-1.4416306074682332,84.54261071276473,1175.88281640523,kiv,-0.11346549054522095,tonga,0.3887610278446709,0.1605899325378742,0.9245161680469945,-0.8991126114640604,-1.330342067825772,0.10952922131169268,-1.330342067825772,-0.9284341605783781,,0.8996127170346153,0.6809564383220825,0.5582375988850973,,0.19500798037797762,0.07696337957164374,,0.1846764677802263,-0.9060834559082801,,,-0.8991126114640604,8.643671796112216
5742,0.8524400957052837,0.7500397493107714,0.10870939980014283,0.10870939980014283,,0.5484932386621831,0.004098437450524535,0.345555683453576,0.1283381634807893,-0.5711793116428243,6.188669197797704,,0.011115563773178265,satik cyst,-2.4830176703348488,0.19292214269305297,,1643.8345585964844,0.024717954191880716,48.581628617342055,1643.8345585964844,jut,-1.2991597845614091,tonga,2.022174858828605,0.3835457643964565,1.2690811294745357,1.0932884080418845,0.5511754566320903,-0.053031738887721586,0.5511754566320903,-1.6594068836145217,,0.16825726873651392,0.8808550282272588,0.9859402697781369,0.689337066235785,1.01638538802485,-0.6840576405813916,-8.474977596684424,-0.5036233219743744,-0.8675933492894647,,-0.9233520722645248,1.0932884080418845,-6.029507844424371
5743,0.3566125564036975,1.7293865533267991,0.22787813383857125,0.22787813383857125,-0.18919018127507997,0.9117794015567494,-2.215822425020668,,-0.6983321237968417,-0.3096028499220669,,0.40591628645479216,0.46339377705445944,corroyi,1.2924146183952456,,4.011167699737064,,-1.3012200736839463,94.98245199416661,872.7576517000144,kivskin,,kristal,-0.08633785824672688,0.588772599362854,0.7673417023737719,-0.9296867028016071,-1.4105080806978343,-1.0590996471207987,-1.4105080806978343,0.039047197523786485,94.98245199416661,0.212054338272757,0.24397460923014158,0.42509911977681525,0.4513734942204841,0.6550135101404849,,-0.9481746926047911,-0.402281819338386,0.4001725408515932,1.7183639957638757,1.4656251685300736,-0.9296867028016071,9.845650382674311
5744,,1.4198560945655518,0.0833753359774605,0.0833753359774605,1.7630416919780836,0.21079634790377366,-0.45225277070890396,0.18959757990781212,,,4.871985736983509,0.497582873239517,0.6030381382001876,corro,,0.16664003820248535,4.871985736983509,1102.9643848645833,-0.16981209284509458,83.91977051130463,1102.9643848645833,kiv,0.3077318135506456,kristal,0.7751285262709626,,-0.8661079276098155,0.06146910646474646,0.5298375105931655,-0.15250100872475347,0.5298375105931655,0.31401146154444404,83.91977051130463,,0.923994411331088,0.7312055394500295,1.7275114211133744,1.0968437794041166,-0.9732126983419084,-6.127203072813656,0.3641665267008328,-1.1558858265490315,-0.534584267655453,-0.3899861066752667,0.06146910646474646,-6.440820632946084
5745,0.16955855130678765,0.9436713690786407,0.35899791656961433,0.35899791656961433,0.6582643513193552,,4.2020258997659985,0.4566804560457567,,-0.9942121083795129,6.131415132472662,0.6058058742596186,-0.45645199266553405,corroyi,-0.023019795260753487,-1.353928983329761,6.131415132472662,,-0.5082673808829938,65.88967054113456,134.93473042370033,qou,0.12117985112498489,silikon,-0.8488289903287565,1.2706771406128914,0.033457344958073516,1.5872790422506915,0.2402964669799904,,0.2402964669799904,0.334094400656642,65.88967054113456,0.3783436903681503,0.3316000307954309,0.704356294089096,1.3090821043398007,-0.3283010845556774,-2.2349813464656503,-6.180696867767248,0.9628641054493918,,1.3544975579894614,-1.6073947816408691,1.5872790422506915,-6.13971316557432
5746,,0.7463165225591263,0.4174482838964625,0.4174482838964625,0.2979980132477897,0.690920570071195,-1.2458277848078285,0.7121879819794923,-0.06847079789788563,0.6163447692736721,8.306790115283903,0.6013083638147041,,corroyi,0.7665037670055789,,8.306790115283903,1228.5749127292188,-0.1869715128172817,,1228.5749127292188,,0.7841701737244763,silikon,0.7788681856800358,0.028872480174467825,-0.34687439189009384,-0.28376082778346023,0.019083817941898285,-1.4047652216670008,0.019083817941898285,-0.8003406320359496,53.455454475603915,0.3170737693630582,0.5395065739842955,0.1724518398764654,-0.879870404710092,0.07619137461121894,-0.9104596307850624,-2.6404545901450547,0.2887867910695506,-1.67963549770663,-0.026576639462883526,0.2932257015188081,-0.28376082778346023,9.09113801115709
5747,0.1081321678517908,0.6027948032696361,0.02126318481222622,0.02126318481222622,0.14436313169970624,0.4342455968248732,-1.056261443358212,0.5549718902573121,-0.4121938451668763,-0.5520856507020326,8.849191126776306,,0.33331259597279783,corro,-0.8813735037775483,-2.2553224718833267,8.849191126776306,1007.5502044332353,0.1133288736562464,8.612634705247569,,kiv,-0.8557270523804397,kristal,-0.10678893488049991,,-0.1819778629425935,,,1.7707535202944549,-1.839039689557701,0.6743764902770892,8.612634705247569,0.8835843937413566,,,1.0902532214275131,0.6874922684834178,-2.184077447458856,5.79629660772554,,0.6257126251808812,,0.728128998913407,-0.4426810553463054,1.2230760264524256
5748,,0.682613907769507,0.1007611962242485,0.1007611962242485,-1.1363398847416577,,0.620672512621804,0.681317651934616,,-0.1970691359110086,4.009362992055067,0.8108849711290845,,satik cyst,,0.24794681958760678,4.009362992055067,1228.141810937256,,,1228.141810937256,vel,,,-1.398691191826619,0.07850907809504235,0.48924113946766773,0.7866663563961844,-0.2796197111465407,0.0702481914440625,-0.2796197111465407,0.7843641091574579,56.477495530682894,0.3589164476017559,0.04587501217401413,0.47542993107115195,0.21200119923079178,0.3707721531101666,0.239042250232938,-6.6032205376339075,-0.3254112667887823,,-0.37981600445970765,-0.06424094874430035,0.7866663563961844,-5.550491804599788
5749,0.3985094435797131,-1.1273818833245774,0.5462573709210939,0.5462573709210939,0.6258386575357097,0.9050405019045529,0.028728692471304076,,-0.4897110542611319,0.6873942524940484,6.427982154078819,0.744598218159858,0.751451472371951,corroyi,0.8841632793701407,-2.7582301673779797,6.427982154078819,1456.9347535908742,0.24558345151429944,68.24841736474167,1456.9347535908742,jut,-0.1833557288155916,silikon,0.4566415273079452,0.2001637473729043,0.0815608060491701,0.6485982309780629,-1.934313862464258,0.17035863552195193,-1.934313862464258,0.9267578107389999,68.24841736474167,0.8505556110036888,0.4376470850022418,0.8317805018183339,0.0177323830636371,,0.26584964850828446,5.265501731577709,0.48797718123062334,0.7248844469097037,0.32865949817231443,0.025127058507711627,0.6485982309780629,1.2168879328782882
5750,0.912357877709518,0.9816696443669576,0.7549057075970432,0.7549057075970432,0.561861179168659,,1.6920203517417043,0.8142789696696927,0.15714854204559847,0.5036328485843279,,0.3980164143166868,-0.8622473311371399,satik cyst,0.6101405368123163,-1.3717606328697247,,1420.4906936069735,-0.48981233733727036,,,,,kristal,0.6597153617204344,-0.46275636276619203,0.16194936939867272,-0.18474288185339416,-0.5153880523242653,0.08973241817508035,-0.5153880523242653,-0.24426019199820065,51.02501321559869,0.6387628788053717,0.5935347253154819,0.9620877563939533,0.33526413569404817,-0.7682718996323094,-0.11181446122449672,4.609306051885607,0.5770344255937543,-1.0285536941468985,-0.5433142994601853,-0.09255142809282191,-0.18474288185339416,0.6615483065139935
5751,0.5779770559756994,0.35061738334685044,,0.7339878340943856,1.4043771453565417,,,0.9200892998522318,-0.08039254614592516,-0.4526118852965848,9.285592988743545,0.7776155022927769,0.34723347288415213,sfer,-0.012101119689023937,-1.4173470767720675,9.285592988743545,801.4599296317094,0.2408421298918139,0.6796284746514281,801.4599296317094,qou,1.0524789166998638,kristal,1.038868137201777,0.16337282985481918,-1.1849244401385737,-0.08999996064598448,-0.8541509582443755,-0.4867121311871148,,2.306472877206867,0.6796284746514281,,0.8698485961111482,0.4139047161022582,1.5855016315743398,0.7434692333437452,-0.1737350975330593,,-0.44846642923209246,-0.08040981258271462,0.673964574132839,0.11525432255104544,-0.08999996064598448,-7.3116069735224825
5752,0.65616463628447,-2.4546903273265412,0.07875934000014284,,0.222003537005838,0.5486176677754782,-0.36751811738084905,0.3325495966724369,-0.4813915036270733,0.5415462157612893,4.268434897725141,0.5608210485942077,0.9787362182264792,corrutir,-0.09868839803361204,0.0501995996035598,4.268434897725141,197.99702360726977,-0.22687158429233528,,197.99702360726977,kiv,1.4841749213883457,karbon,0.09563438639015057,0.5602427441803819,0.0008864199262245059,0.7163277404149272,-0.4847296721224568,-1.304158261548745,-0.4847296721224568,,64.51943361056267,,0.026391823927156444,,-0.04271474163875065,,0.48444025045472194,4.281524331242889,0.6146220377424361,-0.11214174444646569,0.025008339069700167,0.05151393262690926,0.7163277404149272,2.693031858526611
5753,0.4851180901121127,0.3978834012464668,0.6346375856614094,0.6346375856614094,-1.2601688482737765,0.026540289011721674,0.4256154571934258,0.6755158553112679,0.15179278758821702,0.833062026521951,,0.14047145301029396,0.054168970309656755,satik cyst,2.2795441885746848,,4.205400105912837,443.9684765468551,0.4177376037190912,0.4539023301840639,,kiv,-0.7094760781418938,karbon,-0.495988506232242,,-1.0859601121227922,-0.8057718787778732,0.06267823248656867,-1.98661481471554,0.06267823248656867,-0.9394508336863919,0.4539023301840639,,0.4896873097176553,0.028476236458265247,-0.2573895856763026,0.8333460291302509,0.9934899592804122,5.705633768033773,0.04041210955929177,0.2519274211540597,-0.7639449020869429,0.40044801325821117,-0.8057718787778732,0.7426857130153324
5754,0.9419914468838717,-1.6984505684002509,,0.5576886911854527,0.6455148428151652,0.908917744121454,0.34473949378642676,0.6869524413854383,,-0.8006283783150182,1.5461030321346905,0.5011197008253482,-0.028226607437301418,satik cyst,0.7842847532637518,-1.3536724748561215,,1475.7995818725433,0.7921373991454693,20.399460360938736,1475.7995818725433,tirskin,-1.2652120359981966,tonga,,1.885788516485527,-0.9062181261926946,-0.33303853517826176,-1.741748558559387,0.2522130033628634,-1.741748558559387,1.1522506518727484,20.399460360938736,0.7919065384222369,0.5830186474441363,0.07608472676550726,-1.5445997269056233,0.20190263441398645,-0.6983307499327789,-2.048781973209926,0.9664920919178773,1.3065540677345007,1.0409777501275257,0.9920375629056823,-0.33303853517826176,8.874744085270418
5755,0.6803361247654144,-0.6490212808329581,0.8908396077998795,,1.5172624915492794,0.42819492095849276,1.361937983633131,,,0.9840432111755784,9.675746190478932,0.7758660918645857,-0.10880884001234795,corroyi,-0.04026990261418785,,9.675746190478932,272.75082121486184,1.203293105231526,77.67465071684263,272.75082121486184,vel,1.218143476503077,karbon,-0.22904297030860668,,-0.810277590149624,-1.1984960539477443,-0.7849681458133702,1.1085580949534164,-0.7849681458133702,-2.551622750102101,77.67465071684263,0.6128473465858031,0.48346330854897646,,-0.07159043095975744,0.9849299246078661,0.5666652173252698,6.192161745604816,-0.13310750795206155,0.6062669985466812,0.17441259034854323,1.7305757019800676,-1.1984960539477443,1.2472860222199285
5756,0.5504390686412218,-1.2672574949139173,0.7314562609172539,,-1.8864840667062797,0.5224744458859204,,0.7885208082703765,-0.1301671653442925,-0.8782950137848108,8.430272611145678,0.6900557589257544,0.0020673118458846146,black corru,0.3271669325514733,0.7529455231109966,8.430272611145678,757.9189243311471,0.6146632275452798,,757.9189243311471,kiv,-1.3048390266988126,tonga,-1.5804670705084458,-0.17867247845004752,1.0677553614322084,,0.3428231424362592,,,-0.6974858047919256,63.47345408473591,,,,0.2736819355304721,0.17633379609645397,-0.04527817189031167,-7.8214255547716744,0.875275795280951,-1.32860983331548,-0.13587944452775802,-0.25166429552183706,0.597289122239858,
5757,0.8645991463982773,0.9605340100134048,0.5074523967368567,0.5074523967368567,-0.7705175402123591,0.03506383365595189,0.7356962047028157,0.6616294693816545,-0.37134055495644425,-0.26882448275194665,,0.6334378188697185,,sfer,,-1.4300451350816994,,484.6555642027399,-0.4228470433216434,48.978597806126636,,jut,-1.1478996933231629,silikon,-0.7505082802729759,-0.6773383157516635,1.2093221759631287,,,1.4232469591806107,-0.9826292109238793,-0.3245740215639979,48.978597806126636,0.0012958799117780417,0.08896043378156793,,0.28041329001113224,-0.5911136740629066,-1.7091030369896734,-7.085321242077729,0.8202412881931174,,-1.1509708270397518,,1.0962053569377594,-6.401633698382239
5758,0.5267427137216166,,0.09419245708313717,0.09419245708313717,-1.1274588697309276,0.9346663373311574,-1.4324667090818597,0.6928931039471257,-0.3665032133418926,-0.659539291567042,6.319710170643921,0.5520979869873974,0.7796180034537411,corroyi,-0.4924415709563099,-0.6456051418883311,,476.3179905538975,0.1125135466679248,53.02356927258912,476.3179905538975,tir,0.360494957323914,karbon,0.2609027678582876,0.35911931297162686,,-0.7003541155383715,-1.0230694881462925,1.2558403463893233,-1.0230694881462925,0.7725966587853845,,0.7479469395906544,0.20381122746022495,0.9072098505305477,-1.2387615917908341,0.3946003523348145,0.37641458917618553,-6.957706758848543,0.8908433997968885,-0.24190579140114038,,0.9070109468495444,-0.7003541155383715,-8.274332611591873
5759,0.5118019775353098,0.40808131974573775,0.21074284085304962,0.21074284085304962,-1.5658444192002152,0.12826620434872038,-0.7756467462253899,0.40662010083500677,,0.20990590034159734,1.939016645423193,0.8935768969704175,0.5626351622627596,corroyi,-0.0913587720634764,,1.939016645423193,737.7034435447815,-0.5245327842523202,53.97694275614893,,vel,-0.7179073433499118,,,0.8203936079837196,0.2454978794500496,-0.8735565167054877,-2.1336230929181053,0.672293270829234,,0.4006557700626136,53.97694275614893,0.7204007869779054,,0.7145412362297332,0.5189713216178635,0.09158900879184417,-0.1432914595822331,,-0.000339414446510658,1.089904586722657,-0.8390027675365648,1.2380166795359098,-0.8735565167054877,
5760,0.5273882898236144,0.72787745333877,0.2002375721707158,0.2002375721707158,-0.853932908460056,0.4575939344510246,0.05519924253008922,0.32599556388246964,0.25501327977485344,0.3592863990457705,,0.0163594412549547,0.5096721264006943,corroyi,0.6221814280693517,,4.9792491427968635,,0.7278170870305775,94.61830865267203,,tir,0.6357121227212508,kristal,1.2904607413763498,-0.5179449633645664,-0.9556362263484132,-0.45349545821415566,0.09845759277490879,1.0349825099606174,0.09845759277490879,0.14981682792491144,94.61830865267203,0.3580235969102218,0.47300610007989274,0.6479831098710325,-0.4209395422813556,-0.0678197841554487,0.40482340880826806,-2.0878373687460416,0.3305404020925091,,-0.03509646678459442,0.017185450890123737,-0.45349545821415566,7.998993753948506
5761,0.7029362268790446,,0.39455277839364533,0.39455277839364533,0.5251693132621684,0.688125603584087,-0.8343381865826627,0.19869417361134523,-1.8335020077612292,0.04537817370505112,2.0031949919327943,0.19831415889368975,-0.7184324633838394,,1.3725038236541869,1.8897783618351718,2.0031949919327943,732.6239203866154,-1.0821100653046587,32.67236831445983,732.6239203866154,kiv,-1.013221438772313,silikon,-2.388531462477686,-0.19400912223653752,0.3279007492289732,0.8215686547290142,-1.4582889218161592,-0.8896060493736256,-1.4582889218161592,-1.4382594303498042,32.67236831445983,0.13066903242483585,0.6108540130819524,0.27388117354971686,,1.7087717592938623,-1.3806521701101395,,-0.2717246383312527,-1.4658129126757022,0.41207113706602394,1.6069549052441743,0.8215686547290142,
5762,,1.1824587299812042,0.23145351232371647,0.23145351232371647,0.5299202065435659,0.682599587602558,0.8909036381086267,0.6417924654568271,,-0.43885612932882845,5.85634908131234,,-0.2477278030626498,corro,-0.8096819877323318,1.790071065208708,5.85634908131234,1687.567707259403,,57.95014416659242,1687.567707259403,kiv,-1.3156163043633413,kristal,,0.24469661233627532,,,-2.2927579762992516,-0.03654373876556872,-2.2927579762992516,0.8577602425407037,57.95014416659242,0.8092142068857202,0.1319099927237103,,-1.1091389794314332,1.2508183459368327,-0.22621402240411514,4.517023174642165,-0.6206393313158617,1.1269377416856263,-0.12102368090384466,3.7361926876752167,-2.097217183733838,2.784794543504737
5763,0.6952980338356193,,0.2896343661912868,0.2896343661912868,,,-0.10843369919012565,,0.017666736895909065,-0.5326083945030994,10.32828997155785,,-0.1835949434134113,sfer,,-1.33035112928247,10.32828997155785,1258.5637994316146,-0.21702589377947148,,1258.5637994316146,,0.0017421337862911991,kristal,-0.4273074300573719,0.8739074834185822,,-0.28012255826613,-0.7171524844725926,,,-0.5858171698801172,79.66250400436358,0.7567240813654563,0.4207148706401834,0.47826417036363134,-0.034293894835573525,,0.1958929000827544,5.086132346185346,-0.4583743300503253,,0.532757549737347,0.13920622658030266,-0.28012255826613,3.1231105145498175
5764,0.6588638310786097,0.3233951802139623,0.04031370735454831,0.04031370735454831,-0.1806838921904478,0.46344044060677625,,0.6554946499121674,,-0.2328751396071307,2.3922022336369047,,-0.9522143057042013,black corru,2.497852926406897,-1.1573653069583385,2.3922022336369047,1016.415655373206,-0.2342660995549986,55.95881410533893,1016.415655373206,tir,,karbon,,-0.6318563748286629,-1.4283900397890028,0.01687584557815791,-0.6728999299317648,-1.3341765550526592,-0.6728999299317648,0.09731761493250105,55.95881410533893,0.8664035167932606,0.6785910992759778,0.40247731308928525,,-0.5505498709892996,0.5930750337269136,-6.071968669224014,0.8077399992864968,-0.14543022210374215,0.702608084547097,0.02785204288260762,0.01687584557815791,-6.736539595091927
5765,0.42793729271388137,-0.8552916114072873,0.6894168911606876,,-1.0810633275998973,0.3069210031870726,,0.9950278925664108,-0.26106893527185115,1.001565933991854,6.722545517420528,0.5403191151921224,-0.44571030384628896,corro,-1.2996039632455363,-1.3681739534355915,6.722545517420528,195.66130716983918,-0.5800479953531291,52.17758379651614,195.66130716983918,kiv,-1.231228093874188,karbon,0.6159356069442637,0.4053636733257192,-0.984315590344517,0.5330899072566141,-0.9331395738187496,0.4191453220226292,-0.9331395738187496,0.11564958240096959,52.17758379651614,0.001068284682938181,0.453510604332758,0.5470491848595438,0.1004698328397478,-0.8975583445456186,-0.3609661658190799,-3.6907642021551625,0.148057723307979,,1.159329803364248,-0.11710948671681827,0.5330899072566141,
5766,0.40649611558819443,-0.7671473609161006,0.2337370947943188,0.2337370947943188,,0.03290106028955875,1.2615832941550185,0.9108004659626285,0.47240064531955117,0.3685864560350607,2.841470647847169,,0.5184432497608558,corro,-0.5360215606777086,-1.2216856643925287,2.841470647847169,270.7186285977849,1.0173969451522622,35.00758048335615,270.7186285977849,,0.19244136816572122,silikon,,-2.728557722128255,-1.1322495569854512,1.7694334633948894,0.4938315029489652,0.47163140333603876,0.4938315029489652,,35.00758048335615,0.8380535433677244,0.7771349355463758,0.9941667904777521,,,2.4610497806141183,,,-0.9036278981959392,-2.196735760250466,-1.8488536443823265,1.7694334633948894,-7.161358737203271
5767,0.8598556627367039,-0.5757960127050662,0.3321902614714983,0.3321902614714983,-0.6618780436288833,0.7760389090464661,,0.1679466077636198,-0.2624643292868043,0.1352792862130864,9.829517579338072,0.7826858444595607,-0.535992432788239,black corru,0.0049624362215810415,-1.6298917580103132,9.829517579338072,898.0105117987594,0.5013861807023592,,898.0105117987594,kiv,0.4197440209940338,kristal,-0.7620839382571035,0.7203418730770769,-1.495689260783788,0.8830234774992696,-0.9810213743727091,-0.713043406229152,-0.9810213743727091,0.796649762870972,61.252223349048805,0.5203868880127612,0.34978506452317704,,0.6081682820436859,,0.5598479877702571,-8.026149864025804,-0.0977395140213026,-0.7642153634572643,1.359614254304253,,0.8830234774992696,-7.994402302092268
5768,0.3857012587512688,-0.7671269178361599,0.8873655156029676,0.8873655156029676,0.6763797758594969,0.0058836876650083525,-0.3456882378104708,0.7419527264206313,,0.8451810780219845,2.2546538906806024,0.22190628085895758,0.638815495115579,,-0.6886397090039145,,2.2546538906806024,230.70849901616242,-0.23905624734380293,83.6746331752459,230.70849901616242,kiv,1.6949343191782191,karbon,0.11184474224962816,,0.606698453345196,,2.7734026155632616,-0.680183308351654,2.7734026155632616,0.9406683154550164,83.6746331752459,0.052496187134881356,0.22068218816393093,0.6352613046772276,1.5164115019825555,0.956707287717453,-1.972089261797095,-6.365572952293347,0.38613603474358194,0.9059114272365753,0.6299910882505916,-1.7552999801740978,-2.2608570098070375,10.088559425618444
5769,,,0.349655340536834,,0.37980091549121275,0.38030190978973555,1.297963211908493,0.13499241955846886,-0.0957231414676974,1.1001723306338547,8.488957995367867,0.754808634918326,0.16637387796921527,satik cyst,-1.4093030805102613,,8.488957995367867,,1.0456820980066335,50.80807742235793,1312.4318007787847,,-0.7904707025900422,karbon,-0.765301027834263,,-0.24360091700320485,-0.6692723476557867,0.11141127977112475,-2.5058866755382168,0.11141127977112475,-0.30438171744810905,,,0.9653147182530848,0.4133971897670152,-1.212026642696168,,-0.9183572633415032,6.246225875758412,0.12723788249039197,-1.6474447733975919,-0.35506268415887166,,,1.7476830133386128
5770,0.10440823691357881,-0.27504240694450555,0.478236550243048,0.478236550243048,-0.6100084109956281,0.6448348365601145,-0.8861720283678506,0.3641651764067778,-0.13222450069988045,0.2445820170137175,5.163117836272773,0.161128584508186,-0.5126314712261882,corro,-0.15748794174595646,,5.163117836272773,1125.2137371593826,-0.32365710730284397,5.704853219283724,,kiv,-0.7362503989337256,tonga,0.6701392286063981,,-0.4079041477438931,,-0.09845228821534191,0.8065094275040947,-0.09845228821534191,-0.2719035772822548,5.704853219283724,0.22369426034803375,0.08607073940305554,0.7129919360845406,-0.2541048355760265,1.833311608942513,0.5405126782962968,4.170707579228773,-0.0053021357784435105,-1.9742867767022836,1.543881789496476,-0.7310331964350452,1.2234802663644186,2.76841885130801
5771,0.8792676685425892,-0.03278342854181568,0.23027369512868945,,-0.23694790092909956,0.9475418419509878,1.0473397765652053,0.48437132182133624,-0.03302615393248097,0.3100539271369658,10.677442571932994,0.2633050828992507,-0.42899875882370875,,,-0.6878501458595508,10.677442571932994,,-0.007786865787917694,,1246.1700918685647,kiv,-0.3750520626043079,karbon,,-0.11983569885016056,0.416315709159241,-0.43180750302333604,-0.5019508228092366,-0.6403068161061931,,-1.1007402502830583,0.4710081875119787,,0.27672740824345166,0.4509329964620856,,1.820885296938957,-1.9049832470769437,-6.413087189202646,0.11059348872640445,0.5554216644603571,-1.765630959710782,0.3257352792568417,-0.43180750302333604,-7.107578937888498
